r0-300 r0-500 r0-400 r100-700 r200-1100 r150-800 r400-1000 r400-800 r400-600 r100-800 r100-400 r50-300 r150-400 r50-500 r50-400
1986 13.8553905416667 13.46620325 13.6751376538462 11.7513784 9.5215277 10.963276 8.88025857142857 9.7282564 10.66486 11.4030469090909 12.6149052857143 13.176614125 12.308061 12.7675072 12.9916684444444
1987 13.72938525 13.344669 13.5504658461538 11.6814628 9.48424322727273 10.9005464444444 8.8573945 9.687005 10.5901943333333 11.3417834545455 12.5325751428571 13.0871585 12.2146652 12.6770011 12.9000778888889
1988 14.0117861666667 13.5862915714286 13.8119972307692 11.7357881 9.48478302727273 10.9216459222222 8.83380297142857 9.66837706 10.5809023333333 11.3875953 12.6194561428571 13.2431455 12.2734916 12.8011812 13.039966
1989 14.0684386666667 13.6492942142857 13.8735405384615 11.81007255 9.54789163636364 10.9970458777778 8.87751407142857 9.71797188 10.659499 11.4556439909091 12.7081410714286 13.294807125 12.3836633 12.8627312 13.0992466666667
1990 14.0257701666667 13.6269632857143 13.8420876153846 11.8271325 9.56353228181818 11.0295167222222 8.89491564285714 9.7603361 10.729129 11.4708580454545 12.7165221428571 13.28367225 12.4203734 12.8737622 13.1008083333333
1991 13.8950534583333 13.5124505357143 13.7159938076923 11.77305445 9.55808052727273 10.9957948333333 8.92383075714286 9.7866444 10.7573796666667 11.4234966818182 12.6132170714286 13.1692106875 12.3192419 12.77873515 12.9912181666667
1992 13.83394225 13.4389915 13.6478149230769 11.6759397 9.44474029090909 10.8862197222222 8.8132216 9.6718115 10.612193 11.3283991363636 12.5239457142857 13.09789575 12.2062414 12.692174 12.9108281111111
1993 13.8893224583333 13.4987123214286 13.7054974230769 11.712085 9.4901695 10.9281111111111 8.86149982857143 9.72784 10.6984963333333 11.3614314545455 12.5480204285714 13.116372 12.2426794 12.7241079 12.9367303333333
1994 13.6725395833333 13.2972213571429 13.4972904615385 11.6085384 9.4090825 10.8369472555556 8.78469688571429 9.64350866 10.5945333333333 11.2622204818182 12.4373118571429 12.98540075 12.1418566 12.597383 12.8086118888889
1995 13.6086292083333 13.2315214642857 13.4314957307692 11.5409296 9.37873688181818 10.780137 8.77584062857143 9.6192188 10.5414843333333 11.2023306363636 12.3479195714286 12.89308725 12.0462066 12.5082448 12.7167324444444
1996 13.65485925 13.2860960714286 13.4812622307692 11.63652275 9.44118288181818 10.8681275555556 8.84497647142857 9.7147988 10.6512461666667 11.2943762727273 12.4374632857143 12.983394 12.1274504 12.6014186 12.80725
1997 13.7726649166667 13.3936985714286 13.5919539230769 11.6644431 9.48594754545454 10.9083416666667 8.90736677142857 9.7899798 10.7243056666667 11.3247850909091 12.4351655714286 12.992207125 12.1297196 12.6177458 12.8178976666667
1998 13.8018125 13.3860617142857 13.6037019230769 11.5832377 9.34145257272727 10.7710878888889 8.70708742857143 9.554033 10.4803343333333 11.2325604545455 12.430625 13.03953675 12.0792002 12.6099408 12.8380743333333
1999 14.0132532916667 13.5725521785714 13.8038596538462 11.6800851 9.39855454545454 10.8449819444444 8.73349557142857 9.5774659 10.505142 11.3224696818182 12.5644247142857 13.20199825 12.2017288 12.7472677 12.9896802222222
2000 14.17876825 13.7382470714286 13.9741848461538 11.8638899 9.51898314545454 11.0065661444444 8.79182342857143 9.64654966 10.6152316666667 11.4914227545455 12.8131551428571 13.420171875 12.4691062 12.9551615 13.208951
2001 14.3194561666667 13.8754271428571 14.1131688461538 11.9717449 9.58168576363637 11.0979644444444 8.84747148571429 9.7222408 10.7192196666667 11.5916238181818 12.9334827142857 13.555149125 12.5816394 13.0863699 13.3421015555556
2002 14.188049125 13.76069625 13.9919536538462 11.97332105 9.58566857272727 11.1039468888889 8.83405761428572 9.7046912 10.697107 11.5927025909091 12.9478686428571 13.5356133125 12.6101748 13.06780645 13.3248571666667
2003 14.096420125 13.6883501071429 13.9049085769231 11.92099605 9.62194848181818 11.0995218333333 8.94702475714286 9.8234406 10.7939036666667 11.5570124090909 12.8023862142857 13.3850901875 12.4770527 12.95605815 13.1874990555556
2004 13.89670675 13.5156422142857 13.7149223846154 11.8286945 9.61279509090909 11.0556915555556 9.01299671428571 9.9010986 10.8421273333333 11.4810563636364 12.617091 13.176232125 12.3058482 12.7868367 12.9937074444444
2005 14.061387875 13.6280710357143 13.8532201923077 11.79902895 9.50663195454545 10.9651719111111 8.85715951428572 9.71813074 10.6417723333333 11.4412413818182 12.6597442142857 13.2988093125 12.2902203 12.84468145 13.0828536111111
2006 13.9274375833333 13.526158 13.737504 11.8099942 9.54132396363636 10.9977089555556 8.89578608571429 9.76874712 10.714154 11.4514522363636 12.6543628571429 13.2400895 12.3187892 12.8157677 13.042113
2007 14.1106699166667 13.6890470714286 13.9091756153846 11.8690498 9.59115974545455 11.0574384777778 8.9533224 9.83889686 10.763981 11.5135230272727 12.7065018571429 13.311685625 12.3627412 12.8812105 13.1094143333333
2008 13.9462396666667 13.5540167857143 13.7605905384615 11.8186543 9.57297391818182 11.0292718333333 8.94431572857143 9.8377137 10.7978826666667 11.4613839545455 12.6313508571429 13.20499725 12.3215358 12.8041337 13.0191976666667
2009 13.9783634166667 13.5843110714286 13.7908355384615 11.8336153 9.58004573636364 11.0413179222222 8.96016221428571 9.85993966 10.8249233333333 11.4759694818182 12.6394952857143 13.21579825 12.3225328 12.816638 13.0296541111111
2010 14.1351353333333 13.7155372857143 13.9355933076923 11.8332376 9.54145602727273 11.0080334888889 8.89032232857143 9.77512568 10.7689716666667 11.4669704909091 12.6860194285714 13.3036755 12.3475524 12.8825302 13.1078325555556
